isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,dominant_color,category_group
9780071433716,0071433716,Slim to None,A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks,Biography & Autobiography,http://books.google.com/books/content?id=fY-lfz3EujEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""A young woman's fatal battle with anorexia, in her own words In the tradition of Go Ask Alice, Prozac Nation, and Girl Interrupted, Slim to None grants readers precious access to the emotional and psychological underpinnings of its author. Step-by-step, readers follow Jenny's long journey through a ""wasteland"" of failed treatments and therapies, false hope, and abuse by the mental health system that kept her captive most of her life. Although this disease has been at the forefront of public awareness for years, anorexia continues to claim more victims than any other mental illness. Slim to None reveals the glaring inadequacy of the mental health system to treat and fully understand this disease. The first journal of an anorexic to be published posthumously, the book discloses the innermost thoughts, fears, and hopes of a young girl stricken and fighting to recover. Jenny Hendricks painstakingly recorded her experiences as she suffered from and eventually succumbed to this eating disorder. With candor, she recounts being shipped from one doctor to another and subjected to widely varying treatments--all of which ultimately proved unsuccessful. Her father, Gordon Hendricks, fills in this compelling narrative with his own memories of his daughter's struggle.""--Publisher's description.",2004.0,3.65,384.0,574.0,"rgb(158, 141, 131)",Non-Fiction
9780072226966,007222696X,"Incident Response & Computer Forensics, 2nd Ed.",,Kevin Mandia;Chris Prosise,Computers,http://books.google.com/books/content?id=JAWR_T6qiRoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Written by FBI insiders, this updated best-seller offers a look at the legal, procedural, and technical steps of incident response and computer forensics. Including new chapters on forensic analysis and remediation, and real-world case studies, this revealing book shows how to counteract and conquer today’s hack attacks.",2003.0,3.68,507.0,44.0,"rgb(26, 23, 21)",Arts & Leisure Time
9780072920963,0072920963,The Last Dance,Encountering Death and Dying,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science,http://books.google.com/books/content?id=CAlHAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The best-selling textbook in the field, The Last Dance offers an interdisciplinary introduction to death, dying, and bereavement. Integrating the experiential and the scholarly, as well as the emotional and intellectual dimensions of death and dying, the seventh edition has been thoroughly revised to provide the most cutting-edge coverage of death studies.",2005.0,3.77,664.0,112.0,"rgb(105, 117, 88)",Non-Fiction
9780091520809,0091520800,My Sweet-orange Tree,,José Mauro de Vasconcelos,Juvenile Nonfiction,http://books.google.com/books/content?id=A8_uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1983.0,4.39,166.0,49.0,"rgb(231, 231, 231)",Fiction
9780091883768,0091883768,Who Moved My Cheese?,An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,Self-Help,http://books.google.com/books/content?id=G8J9RhbOTKQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Who Moved My Cheese? is a simple parable that reveals profound truths. It is the amusing and enlightening story of four characters who live in a maze and look for cheese to nourish them and make them happy. Cheese is a metaphor for what you want to have in life, for example a good job, a loving relationship, money or possessions, health or spiritual peace of mind. The maze is where you look for what you want, perhaps the organisation you work in, or the family or community you live in. The problem is that the cheese keeps moving. In the story, the characters are faced with unexpected change in their search for the cheese. One of them eventually deals with change successfully and writes what he has learned on the maze walls for you to discover. You'll learn how to anticipate, adapt to and enjoy change and be ready to change quickly whenever you need to. Discover the secret of the writing on the wall for yourself and enjoy less stress and more success in your work and life. Written for all ages, this story takes less than an hour to read, but its unique insights will last a lifetime.",2002.0,3.78,96.0,288074.0,"rgb(236, 234, 234)",Guides
9780091894603,0091894603,How to Have a Beautiful Mind,,Edward De Bono,Self-Help,http://books.google.com/books/content?id=uzPIf3Q981kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Despite the modern day emphasis on physical appearance, there is an easier way to become a desirable person rather than dieting or buying expensive clothes. Regardless of outer appearance, if people have minds that are fascinating, creative, and exciting--if they are good thinkers--they can be beautiful. The clear, practical instructions in this guide demonstrate how applying lateral and parallel thinking skills to conversation can improve the mind. The greatest impact is made on others through speech, and by learning how to listen, make a point, and maneuver a discussion, anyone can become more imaginative, more engaging, and more beautiful.",2004.0,3.63,232.0,1508.0,"rgb(237, 232, 225)",Guides
9780091895815,0091895812,The Toy Maker,The Life and Times of Inventor Frank Hornby,Anthony McReavy,Biography & Autobiography,http://books.google.com/books/content?id=kK1PtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single man was responsible for the toys which shaped generations of children. Frank Hornby invented the train set, Meccano, the dinky toy and Scalextric. And yet, until now, there has been no biography of this extraordinary figure. Frank Hornby was born in 1866 to a working class family in Liverpool. Whilst working as a book keeper for a meat importer, and frustrated by the range of toys in turn of the century Britain he set up a toy manufacturing company. A passionate and inspired man, he developed his first toys for his own children and by his death in 1936 Meccano and Hornby trains were market leaders. In 2001 Hornby's chairman announced the company profits were booming as twenty-first century adults rediscovered the joys of their childhood. Encompassing social history, politics and changing attitudes towards children this is a beautifully written life story of an unsung hero.",2004.0,3.0,352.0,1.0,"rgb(226, 127, 68)",Non-Fiction
9780099134015,0099134012,A Time to Kill,,John Grisham,Fiction,http://books.google.com/books/content?id=Ijgi5Hr0u7cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A Southern town is shocked when a 10-year-old black girl is raped by two white men--until the girl's father takes the law into his own hands.,1992.0,4.06,515.0,700.0,"rgb(21, 20, 25)",Fiction
9780099339212,0099339218,The First Forty-nine Stories,,Ernest Hemingway,Fiction,http://books.google.com/books/content?id=61BQ5JD_NCEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""From Ernest Hemingway's Preface- 'There are many kinds of stories in this book. I hope you will find some that you like- In going where you have to go, and doing what you have to do, and seeing what you have to see, you dull and blunt the instrument you write with. But I would rather have it bent and dulled and know I had to put it on the grindstone and hammer it into shape and put a whetstone to it, and know that I had something to write about, than to have it bright and shining, and nothing to say, or smooth and well-oiled in the closet, but unused.' A collection of Hemingway's first forty-nine short stories, featuring a brief introduction by the author and lesser known as well as familiar tales, including 'Up in Michigan', 'Fifty Grand', and 'The Light of the World', and the Snows of Kilimanjaro, Winner Take Nothing'and Men Without Womencollections.""",1993.0,3.99,467.0,824.0,"rgb(83, 98, 106)",Fiction
9780099428640,0099428644,The Trial,,Franz Kafka,Fiction,http://books.google.com/books/content?id=pLxfPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Written in 1914, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly arrested and must defend himself against a charge about which he can get no information. Kafka’s nightmare has resonated with chilling truth for generations of readers.",2001.0,3.98,255.0,158037.0,"rgb(203, 100, 95)",Fiction
9780099468646,0099468646,Earthly Powers,,Anthony Burgess,Fiction,http://books.google.com/books/content?id=3xBXx3Yg1cAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Earthly Powers traces eighty- one years in the life of a Somerset Maugham- type writer and lapsed Catholic called Kenneth Toomey. A popular, second- rate novelist/playwright, he spends a lifetime unsuccessfully trying to reconcile his homosexuality with his faith. This is also the story of Carlo Campanati, an earthy Italian priest linked with Toomey through family ties. With dazzlingly inventive narrative spanning six decades, Burgess draws in major events and characters of the century while exploring themes of universal significance.",2004.0,4.15,649.0,2022.0,"rgb(248, 247, 247)",Fiction
9780099474463,0099474468,Lady of Quality,,Georgette Heyer,Fiction,http://books.google.com/books/content?id=YwPmnE8bYGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Independent and spirited. Miss Annis Wychwood gives little thought to finding herself a suitable husband, thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla, though, she encounters the beautiful fugitive's guardian - as rakish and uncivil a rogue she has ever met. Although, chafing a bit at the restrictions of Regency society in Bath, Annis does have to admit that Oliver Carleton, at least, is never boring.",2005.0,3.87,267.0,5706.0,"rgb(171, 188, 197)",Fiction
9780099478423,0099478420,The Heart of the Matter,,Graham Greene,Fiction,http://books.google.com/books/content?id=LkvkNUvCN2AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,An assistant police commissioner in a West African coastal town lets passion overrule his honor.,2004.0,3.99,272.0,21116.0,"rgb(29, 15, 19)",Fiction
9780130887016,0130887013,C++ Programmer's Notebook,,James Edward Keogh;John Shapley Gray,Computers,http://books.google.com/books/content?id=tmgPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time",2002.0,3.0,528.0,3.0,"rgb(227, 228, 222)",Arts & Leisure Time
9780131492028,0131492020,Java,An Introduction to Problem Solving & Programming,Walter J. Savitch,Computers,http://books.google.com/books/content?id=FlU_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Introduces object-oriented programming and important computer science concepts, such as testing and debugging techniques, program style, inheritance, and exception handling. This book includes coverage of the Swing libraries and event-driven programming. It is suitable for introductory Computer Science courses using Java.",2005.0,3.86,1060.0,23.0,"rgb(222, 152, 68)",Arts & Leisure Time
9780131494848,0131494848,Leadership in Organizations,,Gary A. Yukl,Business & Economics,http://books.google.com/books/content?id=WHyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.,2006.0,3.68,542.0,55.0,"rgb(191, 184, 211)",Guides
9780131816596,0131816594,World Studies: Eastern Hemisphere,,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,http://books.google.com/books/content?id=3EgFGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Introduces the geography, history, and cultures of the Middle East, Europe, Soviet Union, Asia, Africa, and Oceania.",2004.0,2.0,892.0,2.0,"rgb(190, 190, 190)",Fiction
9780131922167,0131922165,The African-American Odyssey,,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,http://books.google.com/books/content?id=rcemAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This 3 rd edition ofThe African-American Odysseyincludes not only a CD-ROM-bound into every book (which incorporates over 150 documents in African American history), but also has a broadened international perspective, expanded coverage of interaction among African Americans and other ethnic groups, and new material on African Americans in the western portion of the United States. Free access to Research Navigator is included. This allows readers to access this powerful research tool with one site. Written by leading scholars,The African-American Odysseyis a clear and comprehensive narrative of African-American history, from the Civil War through modern times. The Combined Volume traces African-American history from it African roots through the present. This book places African-American history in the context and at the center of American History.Balancing accounts of the actions of African-American leaders with investigations of the lives of the ordinary men and women in black communities, exciting and readable coverage includes: African-American history from the Civil War and the beginnings of Reconstruction through the Civil Rights movement to discussions of black life at the dawn of the 21 st century.This is a compelling story of survival, struggle, and triumph over adversity. Readers will learn an appreciation of the central place of black people and black culture in this country, and a better understanding of both African-American and American history.",2005.0,3.95,464.0,3.0,"rgb(95, 91, 52)",Non-Fiction
9780131935075,0131935070,The Visual Arts,A History,Hugh Honour;John Fleming,Art,http://books.google.com/books/content?id=Z1p1MAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This new edition is an authoritative and provides a balanced account of the history of art. It presents art history as an essential part of the development of humankind, encompassing the arts of Asia, Africa, Oceania, Europe, and the Americas-spanning from the primitive art of hunters 30,000 years ago to the most controversial art forms of today.",2005.0,3.82,936.0,39.0,"rgb(7, 146, 173)",Arts & Leisure Time
9780132197380,0132197383,Three Genres,"The Writing of Fiction/Literary Nonfiction, Poetry, and Drama",Stephen Minot,Language Arts & Disciplines,http://books.google.com/books/content?id=WPjQPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three Genres gives students a basic introduction to fiction/ literary nonfiction, poetry, and drama and helps them to develop their creative skills in each area. Each genre section is self-contained and includes complete works as examples along with helpful advice about how to draw on the variety of techniques they use. The style is informal, practical, and positive. Minot encourages student to draw on their own experiences and develop skills on their own.",2006.0,3.65,476.0,36.0,"rgb(200, 197, 192)",Guides
9780132370455,013237045X,Data Structures and Abstractions with Java,,Frank M. Carrano,Computers,http://books.google.com/books/content?id=_u28WFa3lEgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Using the latest features of Java 5, this unique object-oriented presentation introduces readers to data structures via thirty, manageable chapters. KEY FeaturesTOPICS: Introduces each ADT in its own chapter, including examples or applications. Provides aA variety of exercises and projects, plus additional self-assessment questions throughout. the text Includes generic data types as well as enumerations, for-each loops, the interface Iterable, the class Scanner, assert statements, and autoboxing and unboxing. Identifies important Java code as a Listing. Provides NNotes and Pprogramming Ttips in each chapter. For programmers and software engineers interested in learning more about data structures and abstractions.",2007.0,3.44,998.0,34.0,"rgb(48, 119, 182)",Arts & Leisure Time
9780132382458,0132382458,Social Psychology,,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology,http://books.google.com/books/content?id=5xz3PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Suitable for introductory Social Psychology classes, this work presents a scientific approach to social psychology.",2007.0,3.98,633.0,38.0,"rgb(36, 27, 20)",Non-Fiction
9780140055771,0140055770,My Uncle Oswald,,Roald Dahl,Fiction,http://books.google.com/books/content?id=O09k1z0RXMAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Roald Dahl's first-ever novel presents the scurrilous memoirs of that delightful old reprobate from switch bitch, Oswald Hendryks Cornelius - connoisseur, bon vivant, collector of spiders, scorpions, odd walking sticks, lover of opera, expert on Chinese porcelain, and without doubt the greatest fornicator of all time. In this delightful picaresque story, it is revealed how Uncle Oswald first achieved great wealth - all thanks to the Sundance blister beetle, which when ground to powder has the most electrifying aphrodisiac qualities. It is 1919 - armed with the powder and aided by the beautiful amoral Yasmin how comely, Oswald begins an audacious commercial enterprise which involves seducing the most famous men in Europe - from crowded heads to Bernard Shaw and Marcel Proust.",1980.0,3.9,208.0,7833.0,"rgb(231, 47, 45)",Fiction
9780140115857,0140115854,Moon Palace,,Paul Auster,Fiction,http://books.google.com/books/content?id=1LJlAspxeecC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Marco Stanley Fogg, an orphan of the sixties, travels from Manhattan to Utah in search of himself",1989.0,3.98,320.0,14594.0,"rgb(18, 69, 104)",Fiction
9780140118827,0140118829,The Job,Interviews with William S. Burroughs,William S. Burroughs,Biography & Autobiography,http://books.google.com/books/content?id=AeU-xiNAfC8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The American novelist reveals his radical opinions regarding the Establishment and crucial issues threatening man's freedom,1989.0,4.05,224.0,922.0,"rgb(108, 88, 83)",Non-Fiction
9780140143454,0140143459,Liar's Poker,Rising Through the Wreckage on Wall Street,Michael M. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=eboqx4Fm0zkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author recounts his experiences on the lucrative Wall Street bond market of the 1980s, where young traders made millions quickly and easily, in a humorous account of greed and epic folly",1990.0,4.15,256.0,22710.0,"rgb(178, 148, 50)",Non-Fiction
9780140143959,0140143955,The Anglo-Saxons,,James Campbell,History,http://books.google.com/books/content?id=-yGW7fkkAroC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the history of England from the end of Roman rule to the Norman Conquest,1991.0,4.05,272.0,516.0,"rgb(58, 42, 65)",Non-Fiction
9780140150308,0140150307,The Portable James Joyce,,James Joyce,Literary Collections,http://books.google.com/books/content?id=LSv3AKlD2OsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This compilation of the works of the Irish writer contains a variety of poems, stories and excerpts from novels",1985.0,4.16,762.0,624.0,"rgb(224, 224, 224)",Arts & Leisure Time
9780140152746,0140152741,Mao II,,Don DeLillo,Fiction,http://books.google.com/books/content?id=t0v7jxGuSh4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reclusive writer Bill Gray escapes his failed novel into a world of political violence and terror, in a story that journeys from New York, to London, Athens, and ultimately, the bombed-out city of Beirut",1992.0,3.68,254.0,8085.0,"rgb(214, 115, 57)",Fiction
9780140153224,0140153225,Clea,,Lawrence Durrell,Fiction,http://books.google.com/books/content?id=ok_gyOGqlYwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After the war Irish emigre Darley becomes involved with Clea, a bisexual artist",1991.0,4.19,288.0,1824.0,"rgb(101, 106, 97)",Fiction
9780140158762,0140158766,Chickenhawk - Back in the World,Life After Vietnam,Robert Mason,Biography & Autobiography,http://books.google.com/books/content?id=R7cGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the author of the bestselling autobiography Chickenhawk--selling over 540,000 copies--comes a triumphant sequel that reveals the Vietnam War's shattering legacy in the heart of a returning vet. A moving and no-holds-barred account of the downward spiral of events in one vet's life. Photos.",1994.0,4.05,400.0,166.0,"rgb(23, 65, 64)",Non-Fiction
9780140159943,0140159940,Beyond the Hundredth Meridian,John Wesley Powell and the Second Opening of the West,Wallace Stegner,Biography & Autobiography,http://books.google.com/books/content?id=k9sfdC_z4IkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography of John Wesley Powell.,1992.0,4.07,438.0,2870.0,"rgb(46, 45, 34)",Non-Fiction
9780140159950,0140159959,Ludwig Wittgenstein,The Duty of Genius,Ray Monk,Biography & Autobiography,http://books.google.com/books/content?id=NCfy6E4s6DsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Wittgenstein possessed one of the most acute philosophical minds of the 20th century. In this incisive portrait, Monk offers a unique insight into the life and work of a modern genius who radically redirected philosophical thought in our time.",1991.0,4.35,654.0,3498.0,"rgb(108, 75, 67)",Non-Fiction
9780140178661,014017866X,The Roses of No Man's Land,,Lyn MacDonald,History,http://books.google.com/books/content?id=PL3Boa71_iQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"First published M. Joseph, 1980. Account of the casualties and medical services of the First World War.",1993.0,4.26,320.0,280.0,"rgb(169, 165, 150)",Non-Fiction
9780140178975,014017897X,Essays,,Michel de Montaigne,Literary Collections,http://books.google.com/books/content?id=VC_xLwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reflections by the creator of the essay form display the humane, skeptical, humorous, and honest views of Montaigne, revealing his thoughts on sexuality, religion, cannibals, intellectuals, and other unexpected themes. Included are such celebrated works as ""On Solitude,"" ""To Philosophize Is to Learn How to Die,"" and ""On Experience.""",1993.0,4.23,416.0,1121.0,"rgb(103, 65, 54)",Arts & Leisure Time
9780140187076,0140187073,J R,,William Gaddis,Fiction,http://books.google.com/books/content?id=DLSmngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At the center of this hugely comic tale of ""free enterprise"" America stands JR--an eleven-year-old capitalist, eagerly following the example of the grasping world around him. Operating through pay phones and post-office money orders, JR inadvertently parlays a shipment of Navy surplus picnic forks, a defaulted bond issue, and a single share of common stock into a vast paper empire embracing timber, mineral and natural gas rights, publishing, and a brewery. At once a novel of epic comedy and a biting satire of the American dream, JR displays the style and extraordinary inventiveness that has made Gaddis one of the most acclaimed writers of our time.",1993.0,4.28,752.0,2027.0,"rgb(184, 183, 165)",Fiction
9780140188264,0140188266,North of South,An African Journey,Shiva Naipaul,Social Science,http://books.google.com/books/content?id=hxdDSQJaEAgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction. In North and South, Elizabeth Gaskell skillfully fused individual feeling with social concern, and in Margaret Hale created one of the most original heroines of Victorian literature.",1996.0,3.93,352.0,264.0,"rgb(215, 223, 213)",Non-Fiction
9780140188929,0140188924,The Monkey's Wrench,,Primo Levi,Fiction,http://books.google.com/books/content?id=DA_KpZarG0oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Faussone, an Italian engineer, describes projects he has worked on all around the world and explains what he has learned in his travels.",1995.0,3.93,192.0,576.0,"rgb(50, 49, 47)",Fiction
9780140189223,014018922X,Six Characters in Search of an Author and Other Plays,,Luigi Pirandello,Drama,http://books.google.com/books/content?id=AU4McHk5cewC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Accompanied by two additional plays, presents the classic drama about literature and reality in which six characters involved in their own family drama come to life at a theater in the midst of a rehearsal, insisting that the theatrical company complete their story.",1995.0,3.95,224.0,2888.0,"rgb(240, 240, 240)",Fiction
9780140189643,0140189645,The Crucible,A Play in Four Acts,Arthur Miller,Drama,http://books.google.com/books/content?id=y408PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play revealing the Salem witch trials of the late seventeenth century and the problem of guilt by association,1995.0,3.57,176.0,1297.0,"rgb(44, 44, 43)",Fiction
9780140189865,0140189866,Species of Spaces and Other Pieces,,Georges Perec,Literary Collections,http://books.google.com/books/content?id=HUjYoKnUbl8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This selection of non-fictional work from the author of Life, a User's Manual, demonstrates Georges Perec's characteristic lightness of touch, wry humour and accessibility.",1997.0,4.28,292.0,1295.0,"rgb(24, 22, 21)",Arts & Leisure Time
9780140191929,0140191925,The Ghost in the Machine,,Arthur Koestler,Philosophy,http://books.google.com/books/content?id=tJS-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An examination of the human impulse towards self-destruction suggests that in the course of human evolution, a pathological split between emotion and reason developed",1990.0,4.01,400.0,450.0,"rgb(198, 201, 196)",Non-Fiction
9780140193350,0140193359,I Ching,The Book of Change,John Blofeld,"Body, Mind & Spirit",http://books.google.com/books/content?id=TESzyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A translation of the early document of Chinese philosophy with explanatory notes,1991.0,4.19,240.0,42.0,"rgb(179, 192, 193)",Guides
9780140193701,0140193707,Holy Madness,"The Shock Tactics and Radical Teachings of Crazy-Wise Adepts, Holy Fools, and Rascal Gurus",Georg Feuerstein,Religion,http://books.google.com/books/content?id=J08zswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discusses the ""crazy wisdom"" of adepts, spiritual teachers, and gurus from all of the world's ancient spiritual traditions and explores the relationship between radical teachers and their disciples,",1992.0,3.71,320.0,15.0,"rgb(206, 209, 165)",Non-Fiction
9780140196092,0140196099,Who are You?,101 Ways of Seeing Yourself,Malcolm Godwin,"Body, Mind & Spirit",http://books.google.com/books/content?id=2p8BAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A noted artist introduces 101 easy-to-follow ways to help readers identify their personal abilities, personality types, psychological strategies, and goals, examining the body, emotions, intellect, and spirit.",2000.0,3.48,224.0,250.0,"rgb(51, 41, 25)",Guides
9780140230277,0140230270,Harvesting the Heart,,Jodi Picoult,Fiction,http://books.google.com/books/content?id=SHq3ImXM8UEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Now with a child of her own, Paige is still haunted by memories of her own mother, who left when she was five, and plagued by constant self-doubt.",1995.0,3.6,453.0,38397.0,"rgb(243, 228, 214)",Fiction
9780140234442,0140234446,"Selected letters, 1940-1956",,Jack Kerouac;Ann Charters,Biography & Autobiography,http://books.google.com/books/content?id=iPYOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The life and craft of Jack Kerouac are traced through some of his most personal and mesmerizing letters. Written between 1940, when he was a freshman in college, and 1956, immediately before his leap into celebrity with the publication of On the Road, these letters offer valuable insights into Kerouac's family life, friendships with Neal Cassady, Allen Ginsberg, and William S. Burroughs, and others.",1996.0,4.12,656.0,775.0,"rgb(203, 171, 151)",Non-Fiction
9780140237535,0140237534,For Esmé - with Love and Squalor,,Jerome David Salinger,Fiction,http://books.google.com/books/content?id=GGprQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Indhold: A perfect day for bananafish ; Uncle Wiggily in Connecticut ; The laughing man ; Down at the Dinghy ; Just before the war with the Eskimos ; For Esmé - with love and squalor ; Pretty mouth and green my eyes ; De Daumier-Smith's blue period ; Teddy.,1994.0,4.19,149.0,2268.0,"rgb(216, 231, 219)",Fiction
9780140244915,0140244913,How the Mind Works,,Steven Pinker,Philosophy,http://books.google.com/books/content?id=O521DV3v47wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Presented with extraordinary lucidity, cogency and panache...Powerful and gripping...To have read [the book] is to have consulted a first draft of the structural plan of the human psyche...a glittering tour de force"" - Spectator ""Why do memories fade? Why do we lose our tempers? Why do fools fall in love? Pinker's objective in this erudite account is to explore the nature and history of the human mind...He explores computations and evolutions, and then considers how the mind lets us ""see, think, feel, interact, and pursue higher callings like art, religion and philosophy"" - Sunday Times",1999.0,3.97,660.0,225.0,"rgb(213, 218, 224)",Non-Fiction
9780140247725,0140247726,The Crucible,Text and Criticism,Arthur Miller,Drama,http://books.google.com/books/content?id=nYZZ-O2L-EMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Earlier version copyright under title Those familiar spirits""-- T.p. verso.",1996.0,3.57,484.0,101.0,"rgb(23, 24, 62)",Fiction
9780140251579,014025157X,The Making of Pride and Prejudice,,Sue Birtwistle;Susie Conklin,Performing Arts,http://books.google.com/books/content?id=ssBRUQiDk74C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This book reveals in detail how Jane Austen's classic novel is transformed into a stunning television drama. Filmed on location at Wiltshire and Derbyshire, 'Pride and Prejudice', with its lavish sets and distinguished cast, was scripted by award-winning dramatist Andrew Davies. Chronicling 18 months of work - from the original concept to the first broadcast - 'The Making of Pride and Prejudice' brings vividly to life the challenges and triumphs involved in every stage of production of this sumptuous television series. Follow a typical day's filming, including the wholesale transformation of Lacock village into Jane Austen's Meryton. Discover how Colin Firth approaches the part of Darcy, how actors' costumes and wigs are designed and how Carl Davis recreates the period music and composes an original score. Piece together the roles of many behind-the-scenes contributors to the series, from researchers and fencing masters to experts in period cookery and gardening.",1995.0,4.43,128.0,3860.0,"rgb(75, 61, 53)",Arts & Leisure Time
9780140253801,0140253807,Under the Sea Wind,,Rachel Carson,Fiction,http://books.google.com/books/content?id=fonrQUrGqxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Describes the sea birds and sea creatures that inhabit the Eastern coasts of North America.,1996.0,4.12,320.0,17.0,"rgb(31, 56, 62)",Fiction
9780140255256,0140255257,Anaïs Nin,A Biography,Deirdre Bair,Biography & Autobiography,http://books.google.com/books/content?id=SusCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The first biography of the famous diarist written with exclusive access to her complete, original diary and with the full cooperation of her family traces her infamous erotic exploits among the intellectual elite. Reprint. 25,000 first printing. Tour.",1996.0,3.99,672.0,619.0,"rgb(39, 70, 80)",Non-Fiction
9780140264920,0140264922,Existentialists and Mystics,Writings on Philosophy and Literature,Iris Murdoch,Philosophy,http://books.google.com/books/content?id=gvsK6oOwe4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of the author's most influential essays and short works includes her critique of existentialism, her two dialogues on art and religion, key texts on the continuing importance of the sublime, the concept of love, and more.",1999.0,4.1,576.0,176.0,"rgb(55, 48, 118)",Non-Fiction
